seed,policy,profile,targets,cleared,all_cleared,virtual_time_s,move_distance_m,detect_count,switch_count,decision_steps
3082,fixed,edge,16,16,True,9200.741535147148,40538.70767573567,185,88,0
3082,active,edge,16,16,True,8508.497579195193,37072.487895975915,185,89,144
3083,fixed,edge,16,16,True,9258.044716863027,40690.2235843151,188,100,0
3083,active,edge,16,16,True,8434.789488434244,36358.94744217117,195,108,146
3084,fixed,edge,14,14,True,8730.637880692842,38138.18940346419,185,108,0
3084,active,edge,14,14,True,8712.659430909318,37858.29715454656,191,116,136
3085,fixed,edge,10,10,True,6648.496655922452,28152.48327961225,171,113,0
3085,active,edge,10,10,True,6573.764461150273,27603.822305751357,177,118,118
3086,fixed,edge,11,11,True,7135.4390875488925,30567.195437744453,172,107,0
3086,active,edge,11,11,True,7185.4390875488925,30567.195437744453,181,112,128
3087,fixed,edge,14,14,True,8284.85554708134,36474.27773540667,166,90,0
3087,active,edge,14,14,True,8015.346887615029,34841.734438075124,175,102,134
3088,fixed,edge,13,13,True,8209.467700083944,36047.33850041968,168,95,0
3088,active,edge,13,13,True,7992.156296155426,34790.7814807771,173,104,128
3089,fixed,edge,11,11,True,7093.5653224059815,30362.82661202989,172,106,0
3089,active,edge,11,11,True,7630.451741922968,32862.25870961481,178,113,125
3090,fixed,edge,13,13,True,7772.372168143381,33811.86084071687,169,100,0
3090,active,edge,13,13,True,7570.314527052915,32506.572635264547,179,109,130
3091,fixed,edge,11,11,True,7271.4259981263585,31067.129990631765,178,113,0
3091,active,edge,11,11,True,7120.276157409661,30101.380787048292,185,120,126
3092,fixed,edge,10,10,True,6818.874302040895,28854.37151020445,176,118,0
3092,active,edge,10,10,True,6590.648022907835,27633.24011453915,178,124,115
3093,fixed,edge,14,14,True,8946.461630270636,39312.308151353165,182,104,0
3093,active,edge,14,14,True,8670.681625751155,37643.40812875574,192,112,140
3094,fixed,edge,14,14,True,8177.767438694279,35708.83719347135,175,91,0
3094,active,edge,14,14,True,8274.744523538715,35888.72261769354,186,97,143
3095,fixed,edge,12,12,True,7271.975954971967,31049.879774859804,179,107,0
3095,active,edge,12,12,True,7599.482804573484,32417.414022867386,189,111,135
3096,fixed,edge,16,16,True,9441.376139756618,41801.88069878303,182,91,0
3096,active,edge,16,16,True,9125.124982446949,40030.624912234685,188,99,145
3097,fixed,edge,15,15,True,8488.235201286643,36931.176006433176,186,97,0
3097,active,edge,15,15,True,7939.97208012349,33869.86040061741,197,106,150
3098,fixed,edge,14,14,True,8220.222561634971,36141.112808174825,166,92,0
3098,active,edge,14,14,True,8064.561591733949,35092.80795866972,175,101,131
3099,fixed,edge,10,10,True,6570.972588873976,27834.862944369874,169,109,0
3099,active,edge,10,10,True,6560.566538090792,27597.832690453954,175,116,120
3000,fixed,clustered,15,15,True,7937.893875296156,35769.46937648076,132,49,0
3000,active,clustered,15,15,True,7480.771974985047,33223.85987492522,141,56,124
3001,fixed,clustered,12,12,True,7268.137542398796,32230.68771199397,139,67,0
3001,active,clustered,12,12,True,7161.367806891737,31441.839034458673,148,73,125
3002,fixed,clustered,11,11,True,6510.919450768862,28489.59725384431,137,73,0
3002,active,clustered,11,11,True,6053.939896676423,25914.699483382126,146,86,117
3003,fixed,clustered,14,14,True,8528.88305092491,38719.415254624524,132,55,0
3003,active,clustered,14,14,True,7035.023392964783,31030.11696482391,138,69,121
3004,fixed,clustered,13,13,True,7932.686195907868,35683.43097953933,134,61,0
3004,active,clustered,13,13,True,6966.630584468055,30668.152922340272,140,68,117
3005,fixed,clustered,15,15,True,8272.00796608916,37340.03983044578,136,49,0
3005,active,clustered,15,15,True,7119.305493294645,31236.527466473217,146,67,129
3006,fixed,clustered,15,15,True,8763.880059562582,39749.40029781287,138,49,0
3006,active,clustered,15,15,True,7377.266046745854,32466.330233729255,149,64,132
3007,fixed,clustered,15,15,True,8965.460488671008,40732.302443354994,139,49,0
3007,active,clustered,15,15,True,7603.921876693101,33584.6093834655,150,62,133
3008,fixed,clustered,12,12,True,7985.418129049296,35817.09064524647,139,67,0
3008,active,clustered,12,12,True,7149.125461270727,31405.627306353625,146,78,123
3009,fixed,clustered,13,13,True,7955.075531081015,35720.37765540506,137,61,0
3009,active,clustered,13,13,True,7014.622690376963,30758.113451884812,145,73,122
3010,fixed,clustered,15,15,True,8750.88002962115,39809.400148105735,133,49,0
3010,active,clustered,15,15,True,7531.671110063813,33423.355550319066,142,62,125
3011,fixed,clustered,11,11,True,6851.774643493608,30118.87321746803,140,73,0
3011,active,clustered,11,11,True,5946.230045155913,25341.15022577958,147,88,118
3012,fixed,clustered,12,12,True,7873.5296360289985,35257.64818014497,139,67,0
3012,active,clustered,12,12,True,7054.011634007347,30920.05817003673,147,75,124
3013,fixed,clustered,15,15,True,9175.923859894585,41859.619299472884,136,49,0
3013,active,clustered,15,15,True,7006.413172075024,30647.065860375107,146,72,129
3014,fixed,clustered,10,10,True,6996.929141851776,30864.645709258886,139,79,0
3014,active,clustered,10,10,True,6153.3149635279315,26391.574817639663,147,90,112
3015,fixed,clustered,15,15,True,8141.735156037191,36838.675780185935,130,49,0
3015,active,clustered,15,15,True,7054.122720248603,31190.613601243014,136,61,119
3016,fixed,clustered,15,15,True,8184.487222245322,36952.43611122659,134,49,0
3016,active,clustered,15,15,True,7335.992588068425,32439.962940342113,142,63,125
3017,fixed,clustered,15,15,True,8260.566763474173,37232.83381737083,138,49,0
3017,active,clustered,15,15,True,7455.553812915846,32927.76906457922,147,60,130
3018,fixed,clustered,13,13,True,8231.467277841304,37102.33638920651,137,61,0
3018,active,clustered,13,13,True,6460.346618302393,27986.733091511967,144,78,121
3019,fixed,clustered,12,12,True,7773.673180940899,34738.36590470448,139,71,0
3019,active,clustered,12,12,True,6619.243459646333,28771.21729823166,144,85,117
3020,fixed,clustered,13,13,True,7035.091575135616,31220.457875678065,133,61,0
3020,active,clustered,13,13,True,6813.316168767403,29836.580843837004,142,71,119
3021,fixed,clustered,14,14,True,7764.796370418751,34823.98185209372,135,55,0
3021,active,clustered,14,14,True,7146.4861082636635,31477.43054131831,143,66,126
3022,fixed,clustered,13,13,True,7855.640736787031,35248.20368393514,136,61,0
3022,active,clustered,13,13,True,6878.841027175194,30129.20513587597,143,73,120
3023,fixed,clustered,14,14,True,7899.248543298412,35446.242716492045,137,55,0
3023,active,clustered,14,14,True,7088.150485553521,31085.752427767595,147,66,130
3024,fixed,clustered,11,11,True,7377.561383192865,32797.80691596431,138,73,0
3024,active,clustered,11,11,True,6462.859526057727,27924.297630288638,148,83,119
3025,fixed,clustered,10,10,True,6151.789120242476,26813.945601212392,132,79,0
3025,active,clustered,10,10,True,5628.74475105093,24023.723755254658,137,89,102
3026,fixed,clustered,14,14,True,8345.812304538022,37654.06152269009,138,55,0
3026,active,clustered,14,14,True,6919.446545889208,30197.23272944604,148,70,131
3027,fixed,clustered,11,11,True,6574.3894656784605,28831.947328392307,136,73,0
3027,active,clustered,11,11,True,6261.627312527086,27038.13656263543,144,79,115
3028,fixed,clustered,15,15,True,8058.188207768309,36270.94103884152,136,49,0
3028,active,clustered,15,15,True,7304.895751122932,32259.478755614648,143,63,126
3029,fixed,clustered,14,14,True,7647.363455407888,34236.81727703943,135,55,0
3029,active,clustered,14,14,True,6339.639968402006,27393.19984201004,143,76,126
3030,fixed,clustered,11,11,True,6884.957015647793,30309.78507823895,139,73,0
3030,active,clustered,11,11,True,5876.553823533302,25082.769117666518,144,85,115
3031,fixed,clustered,15,15,True,8283.870525686145,37424.352628430715,135,49,0
3031,active,clustered,15,15,True,7513.1671966470185,33260.835983235076,145,61,128
3032,fixed,clustered,11,11,True,7026.7387356667605,31268.693678333813,129,73,0
3032,active,clustered,11,11,True,6328.554647981899,27652.773239909504,132,83,103
3033,fixed,clustered,16,16,True,8998.625690704393,41103.12845352193,131,43,0
3033,active,clustered,16,16,True,5495.927043832949,24039.63521916473,114,38,103
3034,fixed,clustered,14,14,True,8113.900353031429,36719.50176515715,129,55,0
3034,active,clustered,14,14,True,6870.0553550549685,30250.27677527484,137,65,120
3035,fixed,clustered,14,14,True,7892.012177921088,35485.06088960543,134,55,0
3035,active,clustered,14,14,True,7132.784929388482,31473.924646942403,140,68,123
3036,fixed,clustered,15,15,True,8083.689531286535,36423.447656432654,135,49,0
3036,active,clustered,15,15,True,7064.390569798887,30921.95284899443,148,65,131
3037,fixed,clustered,15,15,True,8289.353868080914,37326.76934040453,140,49,0
3037,active,clustered,15,15,True,7576.027489925873,33425.13744962935,151,61,134
3038,fixed,clustered,11,11,True,7146.4735978287445,31717.367989143724,135,73,0
3038,active,clustered,11,11,True,6283.974486603227,27199.872433016135,141,84,112
3039,fixed,clustered,10,10,True,6649.571369216592,29177.856846082963,137,79,0
3039,active,clustered,10,10,True,5979.510469782737,25592.552348913698,145,86,110
3040,fixed,clustered,14,14,True,8067.066735787051,36335.33367893522,135,55,0
3040,active,clustered,14,14,True,6919.579462009438,30277.897310047203,145,69,128
3041,fixed,clustered,10,10,True,6886.295048903135,30286.475244515677,140,79,0
3041,active,clustered,10,10,True,6048.266109947614,25911.330549738075,145,91,110
3042,fixed,clustered,13,13,True,7518.771322223957,33588.85661111977,135,61,0
3042,active,clustered,13,13,True,6933.320826137153,30446.604130685755,142,69,119
3043,fixed,clustered,14,14,True,7964.517755365134,35722.58877682564,139,55,0
3043,active,clustered,14,14,True,6762.170682176244,29415.853410881213,148,69,131
3044,fixed,clustered,13,13,True,7616.456591838377,34052.28295919186,136,61,0
3044,active,clustered,13,13,True,6376.594391531128,27552.97195765564,145,76,122
3045,fixed,clustered,12,12,True,6966.591781558228,30847.958907791137,134,67,0
3045,active,clustered,12,12,True,6395.257514859105,27741.287574295533,142,77,119
3046,fixed,clustered,10,10,True,6552.858622197986,28669.293110989925,138,79,0
3046,active,clustered,10,10,True,5776.705151013044,24578.52575506523,144,91,109
3047,fixed,clustered,12,12,True,7540.6986044481455,33593.49302224072,139,67,0
3047,active,clustered,12,12,True,6107.603570257235,26138.01785128618,148,80,125
3048,fixed,clustered,11,11,True,6842.967251949951,30099.836259749754,139,73,0
3048,active,clustered,11,11,True,6316.0747336821305,27260.373668410666,146,79,117
3049,fixed,clustered,13,13,True,8072.536770278645,36307.6838513932,137,61,0
3049,active,clustered,13,13,True,6791.660798286619,29598.303991433095,147,72,124
3050,fixed,clustered,14,14,True,7997.063804540025,35935.3190227001,137,55,0
3050,active,clustered,14,14,True,7187.696403987468,31623.48201993733,146,63,129
3051,fixed,clustered,16,16,True,9004.297031553338,40956.48515776666,138,43,0
3051,active,clustered,16,16,True,5577.520945776842,24162.604728884202,126,35,115
3052,fixed,clustered,10,10,True,6945.80272292738,30609.013614636893,139,79,0
3052,active,clustered,10,10,True,5910.8613689652675,25184.306844826348,147,89,112
3053,fixed,clustered,13,13,True,8272.168079665986,37430.84039832991,132,61,0
3053,active,clustered,13,13,True,6593.052495103239,28785.262475516196,139,76,116
3054,fixed,clustered,10,10,True,6691.714150931529,29313.57075465764,140,79,0
3054,active,clustered,10,10,True,5932.599703284133,25377.998516420674,144,87,109
3055,fixed,clustered,14,14,True,8703.998861602175,39334.994308010864,142,57,0
3055,active,clustered,14,14,True,6831.312925611615,29596.564628058077,153,77,134
3056,fixed,clustered,12,12,True,7225.229596412863,32041.147982064307,138,67,0
3056,active,clustered,12,12,True,6545.8696346909255,28349.348173454637,148,76,125
3057,fixed,clustered,14,14,True,8381.260949708587,37856.304748542905,137,55,0
3057,active,clustered,14,14,True,7115.835841540328,31274.17920770163,144,71,127
3058,fixed,clustered,14,14,True,8000.4304400156125,35927.15220007804,138,55,0
3058,active,clustered,14,14,True,7005.067358057408,30610.33679028703,149,68,132
3059,fixed,clustered,10,10,True,6254.291963521791,27226.45981760896,136,79,0
3059,active,clustered,10,10,True,5868.929452269086,25129.64726134544,141,88,106
3060,fixed,clustered,11,11,True,7128.378046303922,31576.890231519603,137,73,0
3060,active,clustered,11,11,True,6110.411943326056,26292.059716630287,142,87,113
3061,fixed,clustered,11,11,True,7065.584928739557,31262.924643697777,137,73,0
3061,active,clustered,11,11,True,6533.659080281609,28418.29540140804,143,80,114
3062,fixed,clustered,16,16,True,8648.88984060785,39254.44920303922,135,43,0
3062,active,clustered,16,16,True,5655.612778797533,24673.063893987648,122,31,111
3063,fixed,clustered,12,12,True,7344.76021453074,32738.801072653685,134,67,0
3063,active,clustered,12,12,True,6229.412563869426,26927.06281934713,141,79,118
3064,fixed,clustered,14,14,True,7510.9335007959,33579.66750397949,134,55,0
3064,active,clustered,14,14,True,7151.062284674994,31485.31142337496,144,64,127
3065,fixed,clustered,14,14,True,7599.886046784128,34124.430233920626,130,55,0
3065,active,clustered,14,14,True,7254.672627708885,32168.36313854441,137,66,120
3066,fixed,clustered,11,11,True,6828.484736248441,30027.4236812422,139,73,0
3066,active,clustered,11,11,True,6333.223403430438,27301.11701715219,147,83,118
3067,fixed,clustered,11,11,True,7034.59551174329,31132.977558716448,136,73,0
3067,active,clustered,11,11,True,6875.313957840207,30186.56978920102,141,78,112
3068,fixed,clustered,12,12,True,7576.400879627325,33797.00439813661,138,67,0
3068,active,clustered,12,12,True,6905.302506230761,30211.5125311538,146,73,123
3069,fixed,clustered,11,11,True,6295.938516091093,27564.692580455474,131,73,0
3069,active,clustered,11,11,True,5860.245679011665,25216.228395058337,136,82,107
3070,fixed,clustered,14,14,True,8757.458370871824,39682.2918543591,139,56,0
3070,active,clustered,14,14,True,7191.091125177543,31610.45562588771,145,74,127
3071,fixed,clustered,10,10,True,6673.573419359061,29347.867096795304,135,79,0
3071,active,clustered,10,10,True,5977.843979019005,25699.219895095033,140,88,105
3072,fixed,clustered,11,11,True,7248.393764854227,32251.96882427113,134,73,0
3072,active,clustered,11,11,True,6352.797794171505,27563.988970857532,141,80,112
3073,fixed,clustered,11,11,True,7358.387625775943,32726.93812887971,137,73,0
3073,active,clustered,11,11,True,5958.21143905883,25481.057195294157,144,87,115
3074,fixed,clustered,12,12,True,6936.833660853598,30624.168304267983,137,67,0
3074,active,clustered,12,12,True,5874.265072877514,25061.32536438758,144,82,121
3075,fixed,clustered,14,14,True,8177.334922683792,36911.674613418945,134,55,0
3075,active,clustered,14,14,True,6834.412072363155,29927.06036181577,142,69,125
3076,fixed,clustered,14,14,True,8067.180511345822,36385.902556729096,133,55,0
3076,active,clustered,14,14,True,6807.802296074096,29824.011480370475,141,68,124
3077,fixed,clustered,12,12,True,7914.546942279918,35437.73471139959,139,72,0
3077,active,clustered,12,12,True,6578.2185120479,28496.09256023951,147,84,119
3078,fixed,clustered,10,10,True,6191.691401039725,26863.457005198637,138,79,0
3078,active,clustered,10,10,True,5962.406476655624,25487.032383278125,146,85,111
3079,fixed,clustered,14,14,True,7699.577682955242,34597.8884147762,131,55,0
3079,active,clustered,14,14,True,7222.433653949326,31952.168269746617,139,67,122
3080,fixed,clustered,13,13,True,8057.558719159096,36332.793595795454,133,61,0
3080,active,clustered,13,13,True,6917.676961170979,30413.384805854883,139,75,116
3081,fixed,clustered,10,10,True,6142.116948265798,26665.584741328996,136,79,0
3081,active,clustered,10,10,True,5767.504986050589,24567.524930252952,144,84,109
3082,fixed,clustered,16,16,True,8246.338205920505,37316.6910296025,132,43,0
3082,active,clustered,16,16,True,5221.926308759134,22634.631543795655,116,35,105
3083,fixed,clustered,16,16,True,9239.39568213367,42156.978410668315,137,43,0
3083,active,clustered,16,16,True,5033.394062284475,21531.970311422367,122,37,111
3084,fixed,clustered,14,14,True,8323.25161268132,37566.258063406574,137,55,0
3084,active,clustered,14,14,True,7080.951865552848,30959.759327764237,149,74,132
3085,fixed,clustered,10,10,True,7078.519881598123,31222.599407990605,140,84,0
3085,active,clustered,10,10,True,6719.329686215573,29301.648431077865,144,89,109
3086,fixed,clustered,11,11,True,7310.04810425906,32485.24052129529,137,73,0
3086,active,clustered,11,11,True,6452.541562393764,27972.707811968823,144,83,115
3087,fixed,clustered,14,14,True,7706.045338953725,34505.226694768615,136,55,0
3087,active,clustered,14,14,True,7105.00232881543,31160.01164407714,147,68,130
3088,fixed,clustered,13,13,True,7766.835057235077,34884.17528617538,132,65,0
3088,active,clustered,13,13,True,6315.79681493274,27393.984074663695,138,82,113
3089,fixed,clustered,11,11,True,6920.005023887444,30535.025119437218,137,73,0
3089,active,clustered,11,11,True,6458.475994355233,27982.379971776172,145,82,116
3090,fixed,clustered,13,13,True,7488.32881538453,33611.64407692263,128,61,0
3090,active,clustered,13,13,True,6618.428240341475,29147.14120170737,130,74,107
3091,fixed,clustered,11,11,True,6814.9373054916705,30084.686527458343,134,73,0
3091,active,clustered,11,11,True,5822.789255479873,24913.946277399376,140,85,111
3092,fixed,clustered,10,10,True,7011.361861985289,30886.809309926444,140,84,0
3092,active,clustered,10,10,True,6538.750766171936,28328.75383085968,146,93,111
3093,fixed,clustered,14,14,True,7859.875580758634,35349.37790379316,133,55,0
3093,active,clustered,14,14,True,7390.920648922172,32734.603244610855,142,64,125
3094,fixed,clustered,14,14,True,7574.072368006243,33870.3618400312,135,55,0
3094,active,clustered,14,14,True,7092.189980721653,31275.949903608256,140,67,123
3095,fixed,clustered,12,12,True,7359.758325413513,32738.791627067556,137,67,0
3095,active,clustered,12,12,True,6654.22043148408,28996.102157420402,144,75,121
3096,fixed,clustered,16,16,True,8561.565531318513,38892.82765659253,132,43,0
3096,active,clustered,16,16,True,5866.164240499371,25790.821202496834,119,33,108
3097,fixed,clustered,15,15,True,8015.0150538865155,36155.07526943255,132,49,0
3097,active,clustered,15,15,True,6926.199186264842,30495.995931324203,138,62,121
3098,fixed,clustered,14,14,True,8410.200056132919,37976.000280664564,138,55,0
3098,active,clustered,14,14,True,6857.437101947137,29887.185509735693,147,75,130
3099,fixed,clustered,10,10,True,6021.330262123651,26136.651310618257,133,79,0
3099,active,clustered,10,10,True,5444.205347265841,23116.026736329208,136,91,101
3000,fixed,min_radius,15,15,True,8689.05966228912,38315.298311445564,173,86,0
3000,active,min_radius,15,15,True,8911.343251865985,39186.716259329885,182,89,144
3001,fixed,min_radius,12,12,True,7593.906639964309,33239.533199821526,159,91,0
3001,active,min_radius,12,12,True,7662.744192231661,33383.72096115828,166,96,124
3002,fixed,min_radius,11,11,True,6921.309718312132,30161.548591560644,148,94,0
3002,active,min_radius,11,11,True,6890.577129060619,29857.885645303086,153,99,110
3003,fixed,min_radius,14,14,True,8271.898659367358,36594.49329683676,160,83,0
3003,active,min_radius,14,14,True,8182.322077475397,35911.61038737697,168,90,133
3004,fixed,min_radius,13,13,True,7164.861449440712,30904.307247203542,165,94,0
3004,active,min_radius,13,13,True,7067.382679987214,30221.913399936057,172,98,128
3005,fixed,min_radius,15,15,True,8261.036011327818,36780.18005663907,152,70,0
3005,active,min_radius,15,15,True,8132.101021904641,35905.50510952318,160,76,132
3006,fixed,min_radius,15,15,True,8250.444583729754,36162.222918648724,170,93,0
3006,active,min_radius,15,15,True,8397.715933433314,36768.579667166516,174,99,130
3007,fixed,min_radius,15,15,True,8626.047725334098,38140.23862667043,168,83,0
3007,active,min_radius,15,15,True,8490.936010706524,37184.68005353257,178,89,142
3008,fixed,min_radius,12,12,True,7450.717588156511,32253.58794078253,168,100,0
3008,active,min_radius,12,12,True,7276.2383233442015,31201.191616720982,174,106,125
3009,fixed,min_radius,13,13,True,7459.249151738917,32321.24575869456,168,90,0
3009,active,min_radius,13,13,True,7480.655458262085,32243.277291310398,174,97,133
3010,fixed,min_radius,15,15,True,8751.26635134104,38941.33175670516,162,78,0
3010,active,min_radius,15,15,True,8416.258422400202,37036.29211200097,170,84,137
3011,fixed,min_radius,11,11,True,7018.200040617118,30041.000203085572,169,110,0
3011,active,min_radius,11,11,True,7139.539797094252,30497.698985471245,174,115,116
3012,fixed,min_radius,12,12,True,7330.178313884262,31720.89156942128,166,96,0
3012,active,min_radius,12,12,True,7151.15552583237,30635.777629161825,173,99,128
3013,fixed,min_radius,15,15,True,8515.309274930309,37871.546374651494,159,71,0
3013,active,min_radius,15,15,True,7878.809843327404,34369.04921663699,169,85,140
3014,fixed,min_radius,10,10,True,6918.545920331024,29722.729601655108,164,104,0
3014,active,min_radius,10,10,True,6954.789474266371,29698.94737133184,171,110,119
3015,fixed,min_radius,15,15,True,8630.728074556293,38468.64037278144,158,72,0
3015,active,min_radius,15,15,True,8608.382433517441,38101.91216758718,167,78,137
3016,fixed,min_radius,15,15,True,8888.137807761053,39600.68903880524,164,73,0
3016,active,min_radius,15,15,True,8592.886105194431,37794.43052597212,176,79,146
3017,fixed,min_radius,15,15,True,8783.593563812527,39437.96781906259,150,71,0
3017,active,min_radius,15,15,True,8758.670757211054,39028.35378605523,160,78,132
3018,fixed,min_radius,13,13,True,8046.450760446718,35202.253802233565,169,96,0
3018,active,min_radius,13,13,True,7856.688079619059,34088.44039809527,174,104,128
3019,fixed,min_radius,12,12,True,7714.224409296704,33591.122046483484,168,96,0
3019,active,min_radius,12,12,True,7519.969679083435,32329.848395417142,178,104,132
3020,fixed,min_radius,13,13,True,7760.772022288055,33723.86011144023,171,96,0
3020,active,min_radius,13,13,True,7789.772022288055,33723.86011144023,175,105,130
3021,fixed,min_radius,14,14,True,7993.809816414798,35259.04908207395,159,77,0
3021,active,min_radius,14,14,True,8018.01435297257,35120.07176486282,168,84,136
3022,fixed,min_radius,13,13,True,7925.0874979137625,34925.43748956877,158,85,0
3022,active,min_radius,13,13,True,7655.77062018113,33378.85310090562,165,90,128
3023,fixed,min_radius,14,14,True,8438.315401168882,37596.57700584438,155,74,0
3023,active,min_radius,14,14,True,8491.315401168882,37596.57700584439,164,82,134
3024,fixed,min_radius,11,11,True,7104.003281507468,30735.01640753731,161,97,0
3024,active,min_radius,11,11,True,6894.5120820936845,29482.5604104684,168,103,121
3025,fixed,min_radius,10,10,True,6599.582343621577,28317.91171810788,157,101,0
3025,active,min_radius,10,10,True,6407.796187171297,27203.98093585648,162,107,111
3026,fixed,min_radius,14,14,True,8174.752446908295,35773.762234541435,172,90,0
3026,active,min_radius,14,14,True,7944.28972721156,34461.44863605776,177,97,135
3027,fixed,min_radius,11,11,True,6536.561715490522,27782.808577452604,164,105,0
3027,active,min_radius,11,11,True,6908.484085372184,29467.420426860914,170,110,117
3028,fixed,min_radius,15,15,True,8903.527007167968,40002.6350358398,152,68,0
3028,active,min_radius,15,15,True,8739.993044859772,38969.96522429882,159,76,132
3029,fixed,min_radius,14,14,True,7821.253748730587,34166.26874365291,167,83,0
3029,active,min_radius,14,14,True,7805.27292701235,33826.36463506172,176,90,140
3030,fixed,min_radius,11,11,True,7251.704513642857,31713.522568214277,153,89,0
3030,active,min_radius,11,11,True,7251.643525716939,31538.217628584687,159,94,118
3031,fixed,min_radius,15,15,True,8999.190355952656,40455.95177976326,153,68,0
3031,active,min_radius,15,15,True,8822.867271681229,39369.336358406115,160,74,134
3032,fixed,min_radius,11,11,True,7245.377822777669,31306.889113888337,165,104,0
3032,active,min_radius,11,11,True,7272.355488843433,31256.77744421715,171,111,119
3033,fixed,min_radius,16,16,True,8937.579783219066,39017.89891609526,191,99,0
3033,active,min_radius,16,16,True,8498.859682757515,36584.29841378752,199,107,150
3034,fixed,min_radius,14,14,True,8110.827415687738,35499.13707843865,171,86,0
3034,active,min_radius,14,14,True,8162.353254100383,35481.76627050188,181,91,142
3035,fixed,min_radius,14,14,True,8270.512028471288,36752.560142356415,155,75,0
3035,active,min_radius,14,14,True,8241.03941613383,36405.19708066912,162,80,131
3036,fixed,min_radius,15,15,True,8500.990614023516,37049.953070117524,183,101,0
3036,active,min_radius,15,15,True,8202.516215677031,35317.581078385105,190,114,139
3037,fixed,min_radius,15,15,True,8780.500709797961,38617.50354898978,178,92,0
3037,active,min_radius,15,15,True,8848.01466716806,38630.073335840265,190,97,147
3038,fixed,min_radius,11,11,True,7381.120144760818,32160.60072380408,160,94,0
3038,active,min_radius,11,11,True,7430.120144760819,32160.60072380408,169,98,126
3039,fixed,min_radius,10,10,True,6684.565225800269,28762.826129001343,156,102,0
3039,active,min_radius,10,10,True,6705.146212655411,28690.73106327705,162,107,111
3040,fixed,min_radius,14,14,True,8540.391790608419,37386.95895304204,179,98,0
3040,active,min_radius,14,14,True,8510.959998413347,36929.799992066684,190,105,143
3041,fixed,min_radius,10,10,True,6876.617414927025,29653.08707463511,159,101,0
3041,active,min_radius,10,10,True,6912.617414927024,29653.087074635107,165,107,117
3042,fixed,min_radius,13,13,True,7530.087800757734,32890.439003788655,160,87,0
3042,active,min_radius,13,13,True,7827.7753413510245,34133.876706755094,169,91,130
3043,fixed,min_radius,14,14,True,8656.216226577626,38301.08113288809,167,91,0
3043,active,min_radius,14,14,True,8688.216226577626,38301.08113288809,172,98,130
3044,fixed,min_radius,13,13,True,7871.663665792362,34313.31832896177,170,94,0
3044,active,min_radius,13,13,True,7903.864588699812,34239.32294349901,178,101,134
3045,fixed,min_radius,12,12,True,7783.167932628473,34105.83966314234,162,92,0
3045,active,min_radius,12,12,True,7306.011789462915,31490.05894731455,169,103,126
3046,fixed,min_radius,10,10,True,6820.279352160711,29161.396760803535,166,108,0
3046,active,min_radius,10,10,True,6617.83036032278,27959.15180161389,172,116,117
3047,fixed,min_radius,12,12,True,7369.647426301701,32273.237131508486,152,95,0
3047,active,min_radius,12,12,True,6908.741211494097,29863.70605747047,155,101,109
3048,fixed,min_radius,11,11,True,6879.587069879537,29957.935349397678,148,93,0
3048,active,min_radius,11,11,True,6894.587069879537,29957.935349397678,150,98,106
3049,fixed,min_radius,13,13,True,7891.38008223323,34586.90041116611,164,89,0
3049,active,min_radius,13,13,True,7817.827912815473,34044.13956407733,170,94,130
3050,fixed,min_radius,14,14,True,8240.221011517058,36266.105057585264,166,87,0
3050,active,min_radius,14,14,True,7736.092490058084,33575.46245029039,172,91,132
3051,fixed,min_radius,16,16,True,8952.080744009816,39725.40372004904,170,77,0
3051,active,min_radius,16,16,True,8210.835586269148,35959.17793134569,172,79,139
3052,fixed,min_radius,10,10,True,6652.586057223751,28337.930286118724,166,105,0
3052,active,min_radius,10,10,True,6758.465795153845,28582.3289757692,176,112,124
3053,fixed,min_radius,13,13,True,7776.027054161928,33380.135270809624,185,110,0
3053,active,min_radius,13,13,True,7742.527434747795,32962.63717373895,193,120,136
3054,fixed,min_radius,10,10,True,6670.881291390895,28784.40645695446,154,94,0
3054,active,min_radius,10,10,True,6523.471994727806,27892.35997363901,159,100,116
3055,fixed,min_radius,14,14,True,8597.742225188824,38163.71112594407,163,80,0
3055,active,min_radius,14,14,True,7875.68903766667,34263.44518833332,173,88,139
3056,fixed,min_radius,12,12,True,7277.856432068383,31729.28216034188,157,87,0
3056,active,min_radius,12,12,True,7499.8711535583,32634.355767791472,164,93,126
3057,fixed,min_radius,14,14,True,8690.865109873203,38409.32554936596,170,89,0
3057,active,min_radius,14,14,True,8431.491387051425,36877.45693525708,178,96,138
3058,fixed,min_radius,14,14,True,8300.258135485408,36546.29067742701,167,86,0
3058,active,min_radius,14,14,True,8401.331155361202,36871.655776805965,173,92,135
3059,fixed,min_radius,10,10,True,6515.727013281256,27978.63506640627,155,95,0
3059,active,min_radius,10,10,True,6556.727013281256,27978.63506640627,162,101,118
3060,fixed,min_radius,11,11,True,7141.641067511646,30848.205337558207,163,102,0
3060,active,min_radius,11,11,True,7144.417731024912,30707.08865512454,168,108,118
3061,fixed,min_radius,11,11,True,6675.239774187655,28871.19887093827,151,91,0
3061,active,min_radius,11,11,True,6768.415989304001,29172.079946520018,157,94,115
3062,fixed,min_radius,16,16,True,9305.89377784466,41699.46888922326,163,71,0
3062,active,min_radius,16,16,True,8986.928161000154,40074.64080500074,164,72,135
3063,fixed,min_radius,12,12,True,7550.343008269167,32971.7150413458,161,91,0
3063,active,min_radius,12,12,True,7298.77436153426,31493.87180767127,169,95,128
